embodiment,task,n_rows
mecka,packaging_hair_ties,5
mecka,packaging_hardware,45
mecka,packaging_herbs,1
mecka,packaging_hooks,1
mecka,packaging_ice_pops,1
mecka,packaging_incense,115
mecka,packaging_incense_cones,48
mecka,packaging_incense_sticks,8
mecka,packaging_ingredients,6
mecka,packaging_items,363
mecka,packaging_items_into_bags,1
mecka,packaging_jewelry,15
mecka,packaging_keychains,15
mecka,packaging_kibble,1
mecka,packaging_leaves,4
mecka,packaging_lemons,1
mecka,packaging_liquids,11
mecka,packaging_masks,81
mecka,packaging_materials,3
mecka,packaging_metal_parts,1
mecka,packaging_metal_rings,1
mecka,packaging_molds,1
mecka,packaging_money,2
mecka,packaging_mushrooms,2
mecka,packaging_nails,8
mecka,packaging_napkins,3
mecka,packaging_noodles,14
mecka,packaging_nuts,98
mecka,packaging_orders,2
mecka,packaging_packets,3
mecka,packaging_pads,1
mecka,packaging_parts,8
mecka,packaging_party_favors,2
mecka,packaging_pastries,15
mecka,packaging_peanuts,44
mecka,packaging_peas,1
mecka,packaging_pellets,8
mecka,packaging_pens,8
mecka,packaging_perfume_bottles,3
mecka,packaging_perfumes,84
mecka,packaging_pet_food,36
mecka,packaging_pet_treats,1
mecka,packaging_petfood,11
mecka,packaging_phone_cases,48
mecka,packaging_phone_screens,14
mecka,packaging_phone_straps,2
mecka,packaging_phones,2
mecka,packaging_pillows,2
mecka,packaging_pills,2
mecka,packaging_pins,1
mecka,packaging_plastic_clips,1
mecka,packaging_plates,2
mecka,packaging_pouches,15
mecka,packaging_powder,33
mecka,packaging_powders,54
mecka,packaging_preparation,2
mecka,packaging_products,220
mecka,packaging_rice,7
mecka,packaging_rice_spoons,1
mecka,packaging_rings,1
mecka,packaging_rubber_bands,52
mecka,packaging_salt,1
mecka,packaging_screen_protectors,15
mecka,packaging_screens,10
mecka,packaging_screws,36
mecka,packaging_seeds,130
mecka,packaging_sequins,2
mecka,packaging_shoes,5
mecka,packaging_sinkers,2
mecka,packaging_small_bags,1
mecka,packaging_small_items,1
mecka,packaging_small_parts,1
mecka,packaging_snacks,281
mecka,packaging_socks,13
mecka,packaging_soil,6
mecka,packaging_souvenirs,17
mecka,packaging_soybeans,1
mecka,packaging_spatulas,1
mecka,packaging_spices,7
mecka,packaging_spoons,15
mecka,packaging_stickers,5
mecka,packaging_sticks,7
mecka,packaging_straws,1
mecka,packaging_substances,2
mecka,packaging_substrate,1
mecka,packaging_sugar,1
mecka,packaging_supplies,1
mecka,packaging_swabs,2
mecka,packaging_tackle,3
mecka,packaging_tags,2
mecka,packaging_tea,6
mecka,packaging_tea_ingredients,1
mecka,packaging_tea_leaves,6
mecka,packaging_ties,2
mecka,packaging_toothpicks,5
mecka,packaging_towels,12
mecka,packaging_toys,17
mecka,packaging_trims,3
mecka,packaging_trophies,1
mecka,packaging_utensils,8
mecka,packaging_vegetables,8
mecka,packaging_water,1
mecka,packaging_wax_melts,1
mecka,packaging_weights,1
mecka,packing,5
mecka,packing_accessories,1
mecka,packing_bags,6
mecka,packing_beads,5
mecka,packing_bottles,3
mecka,packing_boxes,3
mecka,packing_bracelets,4
mecka,packing_cable_ties,5
mecka,packing_candies,5
mecka,packing_candles,4
mecka,packing_cashews,1
mecka,packing_chips,1
mecka,packing_citrus,1
mecka,packing_clips,3
mecka,packing_clothes,48
mecka,packing_coffee,7
mecka,packing_coffee_bags,8
mecka,packing_coffee_beans,2
mecka,packing_coffee_filters,2
mecka,packing_coffee_packets,2
mecka,packing_coffee_powder,1
mecka,packing_components,8
mecka,packing_containers,1
mecka,packing_cookies,1
mecka,packing_cotton_swabs,2
mecka,packing_crackers,1
mecka,packing_cutlery,22
mecka,packing_cutlery_sets,3
mecka,packing_dumplings,2
mecka,packing_earphones,15
mecka,packing_eggs,5
mecka,packing_electronics,18
mecka,packing_envelopes,1
mecka,packing_fabrics,1
mecka,packing_face_masks,1
mecka,packing_filters,2
mecka,packing_food,12
mecka,packing_food_items,2
mecka,packing_foods,1
mecka,packing_fruits,19
mecka,packing_furniture,2
mecka,packing_garlic,1
mecka,packing_garments,1
mecka,packing_gift_bags,3
mecka,packing_gift_boxes,3
mecka,packing_gifts,6
mecka,packing_goods,8
mecka,packing_grains,1
mecka,packing_granular_substances,1
mecka,packing_hair_straighteners,1
mecka,packing_handicrafts,1
mecka,packing_hooks,1
mecka,packing_incense,8
mecka,packing_incense_cones,38
mecka,packing_incense_sticks,5
mecka,packing_items,21
mecka,packing_jewelry,1
mecka,packing_keychains,2
mecka,packing_limes,2
mecka,packing_medications,1
mecka,packing_mushrooms,4
mecka,packing_nails,1
mecka,packing_noodles,1
mecka,packing_nuts,24
mecka,packing_packets,9
mecka,packing_parts,2
mecka,packing_pastries,8
mecka,packing_peanuts,9
mecka,packing_pet_food,1
mecka,packing_phone_cases,2
mecka,packing_pouches,1
mecka,packing_powder_ingredients,1
mecka,packing_powders,10
mecka,packing_rubber_bands,13
mecka,packing_sachets,1
mecka,packing_screws,1
mecka,packing_scrunchies,1
mecka,packing_seeds,4
mecka,packing_sinkers,1
mecka,packing_sleeping_bags,1
mecka,packing_snacks,45
mecka,packing_soil,1
mecka,packing_spoons,9
mecka,packing_sports_gear,1
mecka,packing_stickers,1
mecka,packing_sticks,4
mecka,packing_sunglasses,1
mecka,packing_swabs,1
mecka,packing_ties,4
mecka,packing_toothpicks,2
mecka,packing_towels,1
mecka,packing_toys,3
mecka,packing_treats,2
mecka,packing_utensils,4
mecka,packing_weights,5
mecka,paint_mixing,1
mecka,painting,1
mecka,painting_boards,2
mecka,painting_cheese_wheels,2
mecka,painting_clay_figures,1
mecka,painting_decorations,1
mecka,painting_diamonds,2
mecka,painting_fake_nails,1
mecka,painting_figures,1
mecka,painting_frames,2
mecka,painting_furniture,1
mecka,painting_furniture_parts,1
mecka,painting_incense_cones,2
mecka,painting_letters,5
mecka,painting_lures,1
mecka,painting_metal_pieces,3
mecka,painting_miniatures,13
mecka,painting_models,4
mecka,painting_nails,5
mecka,painting_ornaments,1
mecka,painting_parts,1
mecka,painting_shoes,2
mecka,painting_wood,1
mecka,painting_wooden_pieces,1
mecka,pairing_socks,1
mecka,part_preparation,1
mecka,pastry_making,5
mecka,peeling_and_applying_stickers,1
mecka,peeling_and_chopping_garlic,1
mecka,peeling_and_chopping_shallots,1
mecka,peeling_and_cutting_vegetables,1
mecka,peeling_bananas,6
mecka,peeling_carrots,3
mecka,peeling_cashews,4
mecka,peeling_cassava,1
mecka,peeling_chestnuts,1
mecka,peeling_coconuts,5
mecka,peeling_corn,2
mecka,peeling_covers,1
mecka,peeling_cucumbers,1
mecka,peeling_eggplants,1
mecka,peeling_eggs,21
mecka,peeling_film,1
mecka,peeling_fruit,1
mecka,peeling_fruits,4
mecka,peeling_garlic,78
mecka,peeling_garlic_bulbs,1
mecka,peeling_ginger,2
mecka,peeling_labels,1
mecka,peeling_leather_backings,1
mecka,peeling_molds,4
mecka,peeling_nuts,17
mecka,peeling_onions,17
mecka,peeling_paper,1
mecka,peeling_pineapples,1
mecka,peeling_potatoes,29
mecka,peeling_protective_film,4
mecka,peeling_protective_films,1
mecka,peeling_shallots,13
mecka,peeling_stickers,13
mecka,peeling_vegetables,71
mecka,peeling_wax_layers,1
mecka,perfume_making,140
mecka,picking_dry_leaves,1
mecka,picking_herbs,1
mecka,picking_impurities,2
mecka,picking_impurities_from_food,1
mecka,picking_leafy_greens,1
mecka,picking_leaves,8
mecka,picking_leaves_from_stems,1
mecka,picking_up_leaves,1
mecka,picking_weeds,3
mecka,piercing_holes,1
mecka,pinning_fabric,1
mecka,pinning_fabrics,2
mecka,piping_dough,12
mecka,placing_adhesive_tabs,1
mecka,placing_beads,5
mecka,placing_biscuits,1
mecka,placing_cheese_slices,1
mecka,placing_chocolate_chips,1
mecka,placing_diamonds,6
mecka,placing_dishes,2
mecka,placing_glasses,1
mecka,placing_items,1
mecka,placing_rubber_domes,2
mecka,placing_stickers,4
mecka,placing_utensils,1
mecka,placing_wood_pieces,1
mecka,placing_wood_strips,3
mecka,planing_wood,1
mecka,planting,1
mecka,planting_cacti,1
mecka,planting_crops,3
mecka,planting_cuttings,59
mecka,planting_flowers,1
mecka,planting_herbs,2
mecka,planting_hydroponic_seedlings,1
mecka,planting_lemongrass,5
mecka,planting_onions,1
mecka,planting_plants,22
mecka,planting_potatoes,1
mecka,planting_seedlings,102
mecka,planting_seedlings_in_bags,1
mecka,planting_seeds,16
mecka,planting_shoots,14
mecka,planting_sprouts,1
mecka,planting_stems,2
mecka,planting_succulents,9
mecka,planting_sugarcane,1
mecka,planting_vines,2
mecka,plastic_welding,1
mecka,plating_food,1
mecka,plucking_flower_petals,1
mecka,plucking_leaves,1
mecka,polishing,1
mecka,polishing_bangles,3
mecka,polishing_bowls,1
mecka,polishing_bracelets,1
mecka,polishing_candles,4
mecka,polishing_components,1
mecka,polishing_copperware,1
mecka,polishing_cutlery,3
mecka,polishing_dentures,2
mecka,polishing_eggs,1
mecka,polishing_furniture,1
mecka,polishing_glass,1
mecka,polishing_guitars,3
mecka,polishing_headlights,1
mecka,polishing_helmets,5
mecka,polishing_insoles,1
mecka,polishing_jewelry,61
mecka,polishing_metal,1
mecka,polishing_metal_components,2
mecka,polishing_metal_parts,3
mecka,polishing_metal_plates,1
mecka,polishing_motorcycle_parts,2
mecka,polishing_motorcycles,2
mecka,polishing_objects,1
mecka,polishing_parts,1
mecka,polishing_rings,7
mecka,polishing_shifters,1
mecka,polishing_shoes,6
mecka,polishing_silverware,1
mecka,polishing_stove_top,1
mecka,polishing_tools,1
mecka,polishing_visors,1
mecka,polishing_wallets,3
mecka,polishing_wax_melts,1
mecka,polishing_wheels,2
mecka,portioning,11
mecka,portioning_and_packaging_candies,2
mecka,portioning_and_packaging_coffee_grounds,1
mecka,portioning_and_packaging_food,1
mecka,portioning_and_packaging_ingredients,1
mecka,portioning_and_packaging_items,10
mecka,portioning_and_packaging_materials,1
mecka,portioning_and_packaging_pet_food,1
mecka,portioning_and_packaging_powder,4
mecka,portioning_and_packaging_products,4
mecka,portioning_and_packaging_seeds,2
mecka,portioning_and_packaging_snacks,4
mecka,portioning_and_weighing_pet_food,1
mecka,portioning_beverages,1
mecka,portioning_candies,1
mecka,portioning_cement,6
mecka,portioning_coffee_beans,2
mecka,portioning_creamer,3
mecka,portioning_dough,49
mecka,portioning_fertilizer,1
mecka,portioning_food,82
mecka,portioning_french_fries,1
mecka,portioning_grains,2
mecka,portioning_granular_material,2
mecka,portioning_ingredients,3
mecka,portioning_liquid,4
mecka,portioning_liquids,1
mecka,portioning_materials,2
mecka,portioning_nails,2
mecka,portioning_noodles,1
mecka,portioning_pellets,1
mecka,portioning_pet_food,5
mecka,portioning_pills,4
mecka,portioning_powder,16
mecka,portioning_powders,6
mecka,portioning_rice,8
mecka,portioning_sauce,8
mecka,portioning_sauces,1
mecka,portioning_seeds,4
mecka,portioning_snacks,3
mecka,portioning_soil,1
mecka,portioning_spices,1
mecka,potting_cuttings,2
mecka,potting_plants,718
mecka,potting_plants_with_rice_husks,14
mecka,potting_seedlings,19
mecka,potting_soil,6
mecka,potting_succulents,11
mecka,pounding_ingredients,1
mecka,pounding_powder,1
mecka,pounding_vegetables,1
mecka,pouring_batter,3
mecka,pouring_chocolate,1
mecka,pouring_dental_models,3
mecka,pouring_drinks,1
mecka,pouring_ingredients,1
mecka,pouring_liquids,3
mecka,pouring_mixture,1
mecka,pouring_resin,1
mecka,pouring_wax,4
mecka,practicing_suturing,2
mecka,preparing_and_packaging_belts,1
mecka,preparing_and_packaging_clothes,1
mecka,preparing_and_packaging_items,2
mecka,preparing_and_starting_diamond_painting,1
mecka,preparing_aromatics,1
mecka,preparing_bag,1
mecka,preparing_bags,1
mecka,preparing_bakeware,1
mecka,preparing_base,1
mecka,preparing_batter,4
mecka,preparing_bell_peppers,1
mecka,preparing_beverage_portions,1
mecka,preparing_beverages,4
mecka,preparing_billiard_balls,1
mecka,preparing_bouquet_materials,2
mecka,preparing_brake_cables,1
mecka,preparing_bread,3
mecka,preparing_breakfast,1
mecka,preparing_cabbage,2
mecka,preparing_candies,3
mecka,preparing_candle_components,1
mecka,preparing_candle_mixture,1
mecka,preparing_candle_wicks,37
mecka,preparing_candles,1
mecka,preparing_cards,1
mecka,preparing_cassava,1
mecka,preparing_clay_pieces,1
mecka,preparing_cleaning_solutions,1
mecka,preparing_cleaning_supplies,2
mecka,preparing_clothes,5
mecka,preparing_clothing_labels,2
mecka,preparing_coffee,3
mecka,preparing_coffee_bags,6
mecka,preparing_components,2
mecka,preparing_condiments,1
mecka,preparing_containers,3
mecka,preparing_cookers,1
mecka,preparing_cookies,1
mecka,preparing_cosmetics,8
mecka,preparing_craft_pieces,1
mecka,preparing_crepes,1
mecka,preparing_cutlery_sets,1
mecka,preparing_decorations,3
mecka,preparing_dental_models,1
mecka,preparing_designs,1
mecka,preparing_desserts,1
mecka,preparing_diamonds,1
mecka,preparing_dim_sum,2
mecka,preparing_dishes,1
mecka,preparing_dough,7
mecka,preparing_dough_balls,3
mecka,preparing_drink_bags,1
mecka,preparing_drinks,20
mecka,preparing_dumplings,4
mecka,preparing_earphones,2
mecka,preparing_eggs,3
mecka,preparing_electrical_plugs,1
mecka,preparing_electronics,1
mecka,preparing_empanadas,1
mecka,preparing_espresso,10
mecka,preparing_extension_cords,1
mecka,preparing_fabric,1
mecka,preparing_fabric_for_sewing,1
mecka,preparing_fabrics,4
mecka,preparing_filter_bags,1
mecka,preparing_floral_supplies,2
mecka,preparing_flower_parts,1
mecka,preparing_flower_petals,1
mecka,preparing_flowers,5
mecka,preparing_foam_bases,1
mecka,preparing_foils,1
mecka,preparing_food,44
mecka,preparing_food_items,3
mecka,preparing_for_baking,1
mecka,preparing_for_mixing,1
mecka,preparing_for_washing,1
mecka,preparing_for_weaving,1
mecka,preparing_frames,2
mecka,preparing_fruit,1
mecka,preparing_fruit_salad,1
mecka,preparing_fruits,6
mecka,preparing_garlic,2
mecka,preparing_garments,1
mecka,preparing_gift_boxes,1
mecka,preparing_gifts,1
mecka,preparing_ginger,2
mecka,preparing_greens,1
mecka,preparing_guitar_strings,2
mecka,preparing_ice_pops,1
mecka,preparing_ice_popsicles,1
mecka,preparing_ice_sticks,1
mecka,preparing_incense_cones,1
mecka,preparing_ingredients,13
mecka,preparing_ink,1
mecka,preparing_items,1
mecka,preparing_labels,1
mecka,preparing_leaf_cones,1
mecka,preparing_leaf_wraps,1
mecka,preparing_leather,1
mecka,preparing_leaves,1
mecka,preparing_materials,4
mecka,preparing_meal_plates,1
mecka,preparing_meals,2
mecka,preparing_medical_supplies,1
mecka,preparing_melons,1
mecka,preparing_mixture,1
mecka,preparing_money,1
mecka,preparing_money_bouquets,2
mecka,preparing_mushroom_bags,2
mecka,preparing_mushroom_substrate,2
mecka,preparing_napkins,1
mecka,preparing_nut_rolls,1
mecka,preparing_onions,3
mecka,preparing_packaging,5
mecka,preparing_packets,1
mecka,preparing_pans,1
mecka,preparing_paper_bags,1
mecka,preparing_paper_fringe,1
mecka,preparing_paper_sheets,1
mecka,preparing_papers,1
mecka,preparing_parts,1
mecka,preparing_pastries,3
mecka,preparing_perfume,6
mecka,preparing_perfume_bottles,3
mecka,preparing_perfume_mixtures,1
mecka,preparing_perfume_samples,3
mecka,preparing_perfume_testers,1
mecka,preparing_perfumes,13
mecka,preparing_phone_cases,1
mecka,preparing_phone_screens,9
mecka,preparing_pizzas,3
mecka,preparing_plant_cuttings,3
mecka,preparing_plant_fibers,1
mecka,preparing_plantains,1
mecka,preparing_planting_trays,2
mecka,preparing_plants,10
mecka,preparing_plastic_strips,1
mecka,preparing_plates,1
mecka,preparing_potatoes,4
mecka,preparing_pumpkin,1
mecka,preparing_ribbons,6
mecka,preparing_rice,5
mecka,preparing_salad,4
mecka,preparing_sandwiches,2
mecka,preparing_sauce,1
mecka,preparing_sauce_plates,1
mecka,preparing_screens,1
mecka,preparing_seedlings,1
mecka,preparing_shoes,4
mecka,preparing_small_items,1
mecka,preparing_snacks,2
mecka,preparing_soil,1
mecka,preparing_soil_beds,1
mecka,preparing_soil_trays,6
mecka,preparing_spice_paste,1
mecka,preparing_sprayers,1
mecka,preparing_stems,1
mecka,preparing_stickers,10
mecka,preparing_sticks,1
mecka,preparing_stoves,1
mecka,preparing_strings,2
mecka,preparing_sutures,1
mecka,preparing_syringe,2
mecka,preparing_syringes,5
mecka,preparing_table,1
mecka,preparing_table_numbers,1
mecka,preparing_tackle,1
mecka,preparing_tags,1
mecka,preparing_tea,2
mecka,preparing_tea_bottles,1
mecka,preparing_tempeh,1
mecka,preparing_to_wash_shoes,1
mecka,preparing_tofu,1
mecka,preparing_transfer_designs,1
mecka,preparing_transfers,2
mecka,preparing_usb_connectors,1
mecka,preparing_vegetables,40
mecka,preparing_wax,7
mecka,preparing_wick_assemblies,1
mecka,preparing_wicks,23
mecka,preparing_wires,4
mecka,preparing_wooden_planks,2
mecka,preparing_workspace,1
mecka,preparing_wrappers,2
mecka,prepping_fruits,1
mecka,pressing_fabric,2
mecka,pressure_washing_clothes,1
mecka,pressure_washing_towels,1
mecka,printing_bags,6
mecka,printing_clothes,1
mecka,printing_designs,1
mecka,printing_fabrics,1
mecka,probing_circuit_boards,1
mecka,processing_bamboo,1
mecka,processing_bamboo_strips,1
mecka,processing_durian,1
mecka,processing_eggs,2
mecka,processing_electronics,1
mecka,processing_food,2
mecka,processing_fruits,1
mecka,processing_labels,1
mecka,processing_leather_straps,2
mecka,processing_leather_strips,9
mecka,processing_leaves,2
mecka,processing_materials,1
mecka,processing_phone_screens,5
mecka,processing_screen_protectors,1
mecka,processing_socks,1
mecka,processing_soil,3
mecka,processing_wires,1
mecka,processing_wood_strips,1
mecka,pruning_plants,8
mecka,pruning_trees,1
mecka,prying_bezels,1
mecka,prying_components,1
mecka,prying_open_phones,2
mecka,pulling_grass,1
mecka,pulling_weeds,13
mecka,punching_holes,5
mecka,punching_holes_in_leather,2
mecka,punching_leather,9
mecka,punching_leather_strips,1
mecka,putting_clothes_on_hangers,1
mecka,putting_on_pillowcase,1
mecka,racking_balls,2
mecka,racking_billiard_balls,3
mecka,racking_pool_balls,1
mecka,raking,2
mecka,raking_debris,2
mecka,raking_leaves,5
mecka,raking_weeds,1
mecka,rearranging_furniture,1
mecka,reassembling_carburetors,2
mecka,reassembling_controllers,2
mecka,reassembling_electronics,1
mecka,reassembling_kettles,1
mecka,reassembling_keyboards,1
mecka,reassembling_laptop,3
mecka,reassembling_laptops,3
mecka,reassembling_locks,1
mecka,reassembling_phone,1
mecka,reassembling_phones,6
mecka,reassembling_reels,1
mecka,reassembling_smartwatches,1
mecka,reassembling_speakers,1
mecka,reassembling_stoves,1
mecka,reassembling_watches,2
mecka,reattaching_heatsinks,1
mecka,rebuilding_carburetors,1
mecka,recordkeeping,1
mecka,recycling,2
mecka,refilling_bottles,8
mecka,refilling_perfume_bottles,2
mecka,refilling_water_bottles,1
mecka,refining_candles,1
mecka,refining_dental_models,2
mecka,refining_dental_molds,3
mecka,refining_dental_prostheses,1
mecka,refining_foam_edges,1
mecka,refining_foam_letters,1
mecka,refining_keys,1
mecka,refining_stencils,3
mecka,refining_wood_backings,1
mecka,reheating_food,1
mecka,reinstalling_keyboards,1
mecka,reinstalling_motherboards,3
mecka,removing_batteries,2
mecka,removing_battery,1
mecka,removing_brackets,2
mecka,removing_camera_assemblies,1
mecka,removing_carburetors,1
mecka,removing_clothes,2
mecka,removing_components,4
mecka,removing_cooling_systems,1
mecka,removing_corn_kernels,1
mecka,removing_dead_leaves,3
mecka,removing_eggs,1
mecka,removing_graphics_cards,1
mecka,removing_guitar_strings,1
mecka,removing_hard_drives,1
mecka,removing_hinges,1
mecka,removing_home_buttons,2
mecka,removing_internal_components,2
mecka,removing_internal_parts,1
mecka,removing_labels,1
mecka,removing_labels_from_bottles,1
mecka,removing_laces,1
mecka,removing_laptop_bezels,1
mecka,removing_laptop_covers,1
mecka,removing_laptop_screens,1
mecka,removing_laptop_screws,1
mecka,removing_led_strips,1
mecka,removing_lint_from_clothes,1
mecka,removing_motherboard,8
mecka,removing_paint,1
mecka,removing_phone_covers,1
mecka,removing_phone_screens,1
mecka,removing_plastic_wrap,1
mecka,removing_screen_bezels,1
mecka,removing_screws,9
mecka,removing_seeds,1
mecka,removing_shoelaces,4
mecka,removing_staples,1
mecka,removing_stickers,1
mecka,removing_stitches,11
mecka,removing_strings,1
mecka,removing_tablet_batteries,1
mecka,removing_tempeh,1
mecka,removing_watch_pins,1
mecka,removing_weeds,1
mecka,removing_wires,2
mecka,repackaging_screens,1
mecka,repairing_a_carburetor,1
mecka,repairing_a_part,1
mecka,repairing_appliances,15
mecka,repairing_auto_parts,1
mecka,repairing_bicycle_parts,2
mecka,repairing_bicycles,3
mecka,repairing_bumpers,2
mecka,repairing_car_bumper,1
mecka,repairing_carburetors,16
mecka,repairing_circuit_boards,2
mecka,repairing_clothes,1
mecka,repairing_computers,26
mecka,repairing_controllers,6
mecka,repairing_electrical_plugs,3
mecka,repairing_electronics,111
mecka,repairing_engine,1
mecka,repairing_engine_parts,2
mecka,repairing_engines,13
mecka,repairing_fan_motors,1
mecka,repairing_fan_parts,1
mecka,repairing_fans,3
mecka,repairing_furniture,1
mecka,repairing_guitars,10
mecka,repairing_kettles,7
mecka,repairing_keyboard,1
mecka,repairing_laptop,3
mecka,repairing_laptops,221
mecka,repairing_light_bulbs,1
mecka,repairing_locks,1
mecka,repairing_machinery,1
mecka,repairing_machines,1
mecka,repairing_microwaves,1
mecka,repairing_mobile_phones,3
mecka,repairing_motherboards,6
mecka,repairing_motorcycle,1
mecka,repairing_motorcycle_engine,3
mecka,repairing_motorcycle_engine_parts,1
mecka,repairing_motorcycle_parts,3
mecka,repairing_motorcycles,10
mecka,repairing_motors,3
mecka,repairing_nets,6
mecka,repairing_outlets,1
mecka,repairing_parts,8
mecka,repairing_phones,291
mecka,repairing_plastics,1
mecka,repairing_plugs,1
mecka,repairing_power_cord_base,1
mecka,repairing_power_strips,1
mecka,repairing_printers,7
mecka,repairing_reels,6
mecka,repairing_remote_casings,1
mecka,repairing_scooters,1
mecka,repairing_shoes,14
mecka,repairing_smartphones,2
mecka,repairing_smartwatches,2
mecka,repairing_sneakers,1
mecka,repairing_speakers,2
mecka,repairing_tablets,2
mecka,repairing_watch,1
mecka,repairing_watch_bands,2
mecka,repairing_watch_bracelets,1
mecka,repairing_watch_parts,1
mecka,repairing_watches,35
mecka,repairing_wood,1
mecka,replacing_batteries,1
mecka,replacing_cables,1
mecka,replacing_guitar_strings,1
mecka,replacing_screens,2
mecka,replacing_shoelaces,1
mecka,replacing_smartphone_batteries,1
mecka,replacing_soles,1
mecka,replacing_toilet_paper,1
mecka,repotting_plants,7
mecka,restocking_fridge,2
mecka,restringing_guitars,10
mecka,rewinding_motor,5
mecka,rinsing_bathroom_surfaces,1
mecka,rinsing_bowls,3
mecka,rinsing_clothes,2
mecka,rinsing_containers,1
mecka,rinsing_cookware,1
mecka,rinsing_cups,4
mecka,rinsing_cutlery,4
mecka,rinsing_dishes,76
mecka,rinsing_glasses,3
mecka,rinsing_items,1
mecka,rinsing_kitchenware,1
mecka,rinsing_plates,6
mecka,rinsing_pots,2
mecka,rinsing_pots_and_pans,1
mecka,rinsing_shoes,1
mecka,rinsing_sink,1
mecka,rinsing_toilets,2
mecka,rinsing_utensils,4
mecka,ripping_seams,1
mecka,roasting_peanuts,3
mecka,rolling_chocolate_balls,4
mecka,rolling_clay,1
mecka,rolling_dough,53
mecka,rolling_dough_balls,24
mecka,rolling_dough_pieces,1
mecka,rolling_fabric,1
mecka,rolling_fabric_strips,1
mecka,rolling_food_wrappers,1
mecka,rolling_mats,1
mecka,rolling_out_dough,1
mecka,rolling_paper,4
mecka,rolling_paper_cones,1
mecka,rolling_paper_strips,2
mecka,rolling_peanuts,2
mecka,rolling_snacks,2
mecka,rolling_wrappers,1
mecka,rubbing_clothes,1
mecka,rubbing_sheets,1
mecka,rubbing_shoe_soles,1
mecka,salvaging_electronic_components,2
mecka,sample_preparation,1
mecka,sanding,4
mecka,sanding_boards,2
mecka,sanding_bolts,1
mecka,sanding_car_parts,1
mecka,sanding_cars,1
mecka,sanding_doors,2
mecka,sanding_engine_casings,2
mecka,sanding_engine_parts,5
mecka,sanding_exhaust_pipes,2
mecka,sanding_frames,3
mecka,sanding_furniture,3
mecka,sanding_gears,1
mecka,sanding_jewelry,3
mecka,sanding_knife_blades,1
mecka,sanding_knives,1
mecka,sanding_leather,2
mecka,sanding_leather_edges,1
mecka,sanding_leather_strips,1
mecka,sanding_letters,1
mecka,sanding_metal,4
mecka,sanding_metal_blocks,1
mecka,sanding_metal_components,4
mecka,sanding_metal_fittings,1
mecka,sanding_metal_parts,25
mecka,sanding_metal_rods,1
mecka,sanding_motorcycle_parts,13
mecka,sanding_motorcycles,1
mecka,sanding_parts,21
mecka,sanding_pipes,4
mecka,sanding_pistons,1
mecka,sanding_rims,1
mecka,sanding_screws,2
mecka,sanding_shoe_soles,2
mecka,sanding_shoes,6
mecka,sanding_sticks,1
mecka,sanding_tables,1
mecka,sanding_wood,40
mecka,sanding_wood_panels,1
mecka,sanding_wooden_circles,1
mecka,sanding_wooden_legs,1
mecka,sanding_wooden_pieces,1
mecka,sauteing_ingredients,2
mecka,sauteing_vegetables,1
mecka,sautéing_onions,1
mecka,sautéing_vegetables,2
mecka,sawing_jewelry,1
mecka,sawing_metal,17
mecka,sawing_metal_pieces,2
mecka,sawing_rings,2
mecka,sawing_wood,6
mecka,scanning_barcodes,3
mecka,scanning_items,1
mecka,scenting_wax,1
mecka,scooping_batter,2
mecka,scooping_beans,1
mecka,scooping_bird_feed,3
mecka,scooping_candies,1
mecka,scooping_cat_food,2
mecka,scooping_coffee_beans,1
mecka,scooping_food,1
mecka,scooping_fruits,1
mecka,scooping_grains,1
mecka,scooping_ingredients,1
mecka,scooping_passion_fruit_pulp,1
mecka,scooping_pellets,3
mecka,scooping_pet_food,7
mecka,scooping_pet_litter,1
mecka,scooping_powder,10
mecka,scooping_seeds,5
mecka,scooping_wood_shavings,2
mecka,scoring_dough,1
mecka,scoring_paper,1
mecka,scrambling_eggs,1
mecka,scraping,4
mecka,scraping_adhesive,4
mecka,scraping_bamboo,16
mecka,scraping_bamboo_sticks,1
mecka,scraping_bamboos,1
mecka,scraping_blocks,1
mecka,scraping_chocolate,1
mecka,scraping_circuit_boards,4
mecka,scraping_components,1
mecka,scraping_cylinder_heads,1
mecka,scraping_engine_casings,6
mecka,scraping_engine_parts,5
mecka,scraping_engine_surfaces,1
mecka,scraping_engines,1
mecka,scraping_food,3
mecka,scraping_gaskets,1
mecka,scraping_glue,1
mecka,scraping_ink,1
mecka,scraping_laptop_casings,1
mecka,scraping_laptops,1
mecka,scraping_leaves,1
mecka,scraping_materials,1
mecka,scraping_metal_parts,3
mecka,scraping_motherboard,1
mecka,scraping_objects,1
mecka,scraping_paint,4
mecka,scraping_parts,5
mecka,scraping_phone_edges,1
mecka,scraping_phone_frames,1
mecka,scraping_pistons,2
mecka,scraping_plaster,1
mecka,scraping_plates,1
mecka,scraping_pot,3
mecka,scraping_rattan,1
mecka,scraping_residue,1
mecka,scraping_rice,1
mecka,scraping_rust,1
mecka,scraping_sticks,4
mecka,scraping_surfaces,1
mecka,scraping_vegetables,1
mecka,scraping_wax,7
mecka,scraping_wood,2
mecka,scraping_wooden_pieces,1
mecka,scraping_wooden_surfaces,1
mecka,screen_printing,37
mecka,screen_printing_bags,2
mecka,screwing_components,1
mecka,screwing_d_rings,1
mecka,screwing_phones,1
mecka,scrubbing_baby_bottles,1
mecka,scrubbing_bags,2
mecka,scrubbing_bottle_parts,2
